Hypervisor vendor:               KVM
Virtualization type:             full
Driver: , governor: 
Vendor ID: AuthenticAMD
Model name: AMD EPYC 7J13 64-Core Processor
Using timer: clock
Welcome to uarch-bench (509d737)
Supported CPU features: SSE3 PCLMULQDQ SSSE3 FMA CX16 SSE4_1 SSE4_2 MOVBE POPCNT AES AVX RDRND TSC_ADJ BMI1 AVX2 BMI2 RDSEED ADX CLFLUSHOPT CLWB SHA
Pinned to CPU 0
Median CPU speed: 3.241 GHz
Running benchmarks groups using timer clock

** Running group branch/x86/indirect : Indirect branch benchmarks **
                               Benchmark    Cycles     Nanos
       20 uncond jumps by 8 then 8 bytes     20.98      6.47
     20 uncond jumps by 16 then 16 bytes     20.98      6.47
     20 uncond jumps by 32 then 32 bytes     20.98      6.47
     20 uncond jumps by 64 then 64 bytes     20.98      6.47
            20 indirect jumps by 8 bytes    303.64     93.67
           20 indirect jumps by 16 bytes    303.46     93.62
           20 indirect jumps by 32 bytes    302.67     93.37
           20 indirect jumps by 64 bytes    302.67     93.37
                       indirect variable     39.36     12.14
               Load rename/alloc latency     30.84      9.52
                LEA rename/alloc latency     28.98      8.94
Finished in 154 ms (branch/x86/indirect)

** Running group call : Call/ret benchmarks **
                               Benchmark    Cycles     Nanos
                      calls sparsed by 0      4.12      1.27
                      calls sparsed by 1      4.18      1.29
                      calls sparsed by 2      4.12      1.27
                      calls sparsed by 3      4.25      1.31
                      calls sparsed by 4      4.31      1.33
                      calls sparsed by 5      5.00      1.54
                      calls sparsed by 6      6.00      1.85
                      calls sparsed by 7      6.99      2.16
                      calls chained by 0      4.06      1.25
                      calls chained by 1      4.06      1.25
                      calls chained by 2      4.06      1.25
                      calls chained by 3      4.06      1.25
                     calls to pushpop fn      4.12      1.27
                     calls to addrsp0 fn      4.12      1.27
                     calls to addrsp8 fn      4.12      1.27
Finished in 118 ms (call)

** Running group cpp : Tests written in C++ **
                               Benchmark    Cycles     Nanos
Dependent    32b / 64b  inline divisions     12.99      4.01
Independent  32b / 64b  inline divisions      6.99      2.16
Dependent    64b / 64b  inline divisions     16.98      5.24
Independent  64b / 64b  inline divisions      7.99      2.47
Dependent   128b / 64b  inline divisions     14.99      4.62
Independent 128b / 64b  inline divisions      7.00      2.16
                gettimeofday() libc call    119.92     36.99
                               crc8 loop      6.08      1.87
        Sum 16-bit halves of array elems      2.85      0.88
                    Four multiplications      4.05      1.25
                 Chained multiplications      3.04      0.94
       Chained multiplications, 4 chains      1.01      0.31
               Indirect adds from memory      2.03      0.63
       Indirect adds from memory, tricky      2.03      0.63
                 Linked-list w/ sentinel      9.95      3.07
                    Linked-list w/ count      9.99      3.08
Finished in 9527 ms (cpp)

** Running group memory/cpp/store : Strided stores **
                               Benchmark    Cycles     Nanos
 8 bit stores to same location                0.58      0.18
 8 bit stores, stride   1, size    4 KiB      0.58      0.18
 8 bit stores, stride  32, size    4 KiB      0.96      0.30
 8 bit stores, stride  32, size    8 KiB      0.99      0.31
 8 bit stores, stride  32, size   16 KiB      0.99      0.31
 8 bit stores, stride  32, size   32 KiB      1.00      0.31
 8 bit stores, stride  32, size   64 KiB      1.57      0.48
 8 bit stores, stride  32, size  128 KiB      1.58      0.49
 8 bit stores, stride  32, size  256 KiB      1.58      0.49
 8 bit stores, stride  32, size  512 KiB      1.64      0.51
 8 bit stores, stride  32, size 1024 KiB      1.66      0.51
 8 bit stores, stride  32, size 2048 KiB      1.66      0.51
 8 bit stores, stride  64, size    4 KiB      0.97      0.30
 8 bit stores, stride  64, size    8 KiB      0.96      0.30
 8 bit stores, stride  64, size   16 KiB      0.99      0.31
 8 bit stores, stride  64, size   32 KiB      1.01      0.31
 8 bit stores, stride  64, size   64 KiB      2.00      0.62
 8 bit stores, stride  64, size  128 KiB      2.01      0.62
 8 bit stores, stride  64, size  256 KiB      2.01      0.62
 8 bit stores, stride  64, size  512 KiB      2.36      0.73
 8 bit stores, stride  64, size 1024 KiB      2.72      0.84
 8 bit stores, stride  64, size 2048 KiB      2.59      0.80
 8 bit stores, stride 128, size    4 KiB      0.91      0.28
 8 bit stores, stride 128, size    8 KiB      0.97      0.30
 8 bit stores, stride 128, size   16 KiB      0.97      0.30
 8 bit stores, stride 128, size   32 KiB      1.00      0.31
 8 bit stores, stride 128, size   64 KiB      2.00      0.62
 8 bit stores, stride 128, size  128 KiB      2.05      0.63
 8 bit stores, stride 128, size  256 KiB      2.07      0.64
 8 bit stores, stride 128, size  512 KiB      2.07      0.64
 8 bit stores, stride 128, size 1024 KiB      4.18      1.29
 8 bit stores, stride 128, size 2048 KiB      4.30      1.33
32 bit stores to same location                0.58      0.18
32 bit cl split stores to same location       4.98      1.54
32 bit stores, stride   1, size    4 KiB      0.70      0.22
32 bit stores, stride   1, size    8 KiB      0.70      0.22
32 bit stores, stride   1, size   16 KiB      0.71      0.22
32 bit stores, stride   1, size   32 KiB      0.71      0.22
32 bit stores, stride   1, size   64 KiB      0.71      0.22
32 bit stores, stride   1, size  128 KiB      0.71      0.22
32 bit stores, stride   1, size  256 KiB      0.71      0.22
32 bit stores, stride   1, size  512 KiB      0.72      0.22
32 bit stores, stride   1, size 1024 KiB      0.72      0.22
32 bit stores, stride   1, size 2048 KiB      0.72      0.22
32 bit stores, stride   2, size    4 KiB      0.59      0.18
32 bit stores, stride   2, size    8 KiB      0.59      0.18
32 bit stores, stride   2, size   16 KiB      0.59      0.18
32 bit stores, stride   2, size   32 KiB      0.59      0.18
32 bit stores, stride   2, size   64 KiB      0.59      0.18
32 bit stores, stride   2, size  128 KiB      0.59      0.18
32 bit stores, stride   2, size  256 KiB      0.59      0.18
32 bit stores, stride   2, size  512 KiB      0.60      0.18
32 bit stores, stride   2, size 1024 KiB      0.60      0.19
32 bit stores, stride   2, size 2048 KiB      0.61      0.19
32 bit stores, stride   4, size    4 KiB      0.58      0.18
32 bit stores, stride   4, size    8 KiB      0.58      0.18
32 bit stores, stride   4, size   16 KiB      0.58      0.18
32 bit stores, stride   4, size   32 KiB      0.58      0.18
32 bit stores, stride   4, size   64 KiB      0.59      0.18
32 bit stores, stride   4, size  128 KiB      0.59      0.18
32 bit stores, stride   4, size  256 KiB      0.59      0.18
32 bit stores, stride   4, size  512 KiB      0.61      0.19
32 bit stores, stride   4, size 1024 KiB      0.61      0.19
32 bit stores, stride   4, size 2048 KiB      0.61      0.19
32 bit stores, stride   8, size    4 KiB      0.58      0.18
32 bit stores, stride   8, size    8 KiB      0.58      0.18
32 bit stores, stride   8, size   16 KiB      0.58      0.18
32 bit stores, stride   8, size   32 KiB      0.58      0.18
32 bit stores, stride   8, size   64 KiB      0.61      0.19
32 bit stores, stride   8, size  128 KiB      0.60      0.18
32 bit stores, stride   8, size  256 KiB      0.59      0.18
32 bit stores, stride   8, size  512 KiB      0.63      0.19
32 bit stores, stride   8, size 1024 KiB      0.63      0.20
32 bit stores, stride   8, size 2048 KiB      0.63      0.19
32 bit stores, stride  16, size    4 KiB      0.58      0.18
32 bit stores, stride  16, size    8 KiB      0.58      0.18
32 bit stores, stride  16, size   16 KiB      0.58      0.18
32 bit stores, stride  16, size   32 KiB      0.59      0.18
32 bit stores, stride  16, size   64 KiB      1.21      0.37
32 bit stores, stride  16, size  128 KiB      1.21      0.37
32 bit stores, stride  16, size  256 KiB      1.21      0.37
32 bit stores, stride  16, size  512 KiB      1.23      0.38
32 bit stores, stride  16, size 1024 KiB      1.24      0.38
32 bit stores, stride  16, size 2048 KiB      1.23      0.38
32 bit stores, stride  32, size    4 KiB      0.96      0.30
32 bit stores, stride  32, size    8 KiB      0.99      0.31
32 bit stores, stride  32, size   16 KiB      0.99      0.31
32 bit stores, stride  32, size   32 KiB      1.00      0.31
32 bit stores, stride  32, size   64 KiB      1.57      0.48
32 bit stores, stride  32, size  128 KiB      1.58      0.49
32 bit stores, stride  32, size  256 KiB      1.58      0.49
32 bit stores, stride  32, size  512 KiB      1.64      0.51
32 bit stores, stride  32, size 1024 KiB      1.64      0.51
32 bit stores, stride  32, size 2048 KiB      1.66      0.51
32 bit stores, stride  64, size    4 KiB      0.97      0.30
32 bit stores, stride  64, size    8 KiB      0.96      0.30
32 bit stores, stride  64, size   16 KiB      0.99      0.31
32 bit stores, stride  64, size   32 KiB      1.00      0.31
32 bit stores, stride  64, size   64 KiB      2.00      0.62
32 bit stores, stride  64, size  128 KiB      2.00      0.62
32 bit stores, stride  64, size  256 KiB      2.01      0.62
32 bit stores, stride  64, size  512 KiB      2.35      0.73
32 bit stores, stride  64, size 1024 KiB      2.75      0.85
32 bit stores, stride  64, size 2048 KiB      2.78      0.86
32 bit stores, stride 128, size    4 KiB      0.92      0.28
32 bit stores, stride 128, size    8 KiB      0.97      0.30
32 bit stores, stride 128, size   16 KiB      0.96      0.30
32 bit stores, stride 128, size   32 KiB      1.00      0.31
32 bit stores, stride 128, size   64 KiB      2.01      0.62
32 bit stores, stride 128, size  128 KiB      2.06      0.64
32 bit stores, stride 128, size  256 KiB      2.05      0.63
32 bit stores, stride 128, size  512 KiB      2.10      0.65
32 bit stores, stride 128, size 1024 KiB      4.18      1.29
32 bit stores, stride 128, size 2048 KiB      4.28      1.32
64 bit stores to same location                0.58      0.18
64 bit cl split stores to same location       4.98      1.54
64 bit stores, stride   1, size    4 KiB      1.26      0.39
64 bit stores, stride   1, size    8 KiB      1.26      0.39
64 bit stores, stride   1, size   16 KiB      1.26      0.39
64 bit stores, stride   1, size   32 KiB      1.26      0.39
64 bit stores, stride   1, size   64 KiB      1.26      0.39
64 bit stores, stride   1, size  128 KiB      1.26      0.39
64 bit stores, stride   1, size  256 KiB      1.27      0.39
64 bit stores, stride   1, size  512 KiB      1.27      0.39
64 bit stores, stride   1, size 1024 KiB      1.27      0.39
64 bit stores, stride   1, size 2048 KiB      1.27      0.39
64 bit stores, stride   2, size    4 KiB      0.82      0.25
64 bit stores, stride   2, size    8 KiB      0.82      0.25
64 bit stores, stride   2, size   16 KiB      0.82      0.25
64 bit stores, stride   2, size   32 KiB      0.83      0.25
64 bit stores, stride   2, size   64 KiB      0.83      0.26
64 bit stores, stride   2, size  128 KiB      0.83      0.26
64 bit stores, stride   2, size  256 KiB      0.83      0.26
64 bit stores, stride   2, size  512 KiB      0.83      0.26
64 bit stores, stride   2, size 1024 KiB      0.84      0.26
64 bit stores, stride   2, size 2048 KiB      0.84      0.26
64 bit stores, stride   4, size    4 KiB      0.65      0.20
64 bit stores, stride   4, size    8 KiB      0.65      0.20
64 bit stores, stride   4, size   16 KiB      0.65      0.20
64 bit stores, stride   4, size   32 KiB      0.65      0.20
64 bit stores, stride   4, size   64 KiB      0.66      0.20
64 bit stores, stride   4, size  128 KiB      0.65      0.20
64 bit stores, stride   4, size  256 KiB      0.65      0.20
64 bit stores, stride   4, size  512 KiB      0.66      0.20
64 bit stores, stride   4, size 1024 KiB      0.67      0.21
64 bit stores, stride   4, size 2048 KiB      0.67      0.21
64 bit stores, stride   8, size    4 KiB      0.58      0.18
64 bit stores, stride   8, size    8 KiB      0.58      0.18
64 bit stores, stride   8, size   16 KiB      0.58      0.18
64 bit stores, stride   8, size   32 KiB      0.58      0.18
64 bit stores, stride   8, size   64 KiB      0.61      0.19
64 bit stores, stride   8, size  128 KiB      0.60      0.18
64 bit stores, stride   8, size  256 KiB      0.59      0.18
64 bit stores, stride   8, size  512 KiB      0.62      0.19
64 bit stores, stride   8, size 1024 KiB      0.63      0.19
64 bit stores, stride   8, size 2048 KiB      0.63      0.20
64 bit stores, stride  16, size    4 KiB      0.58      0.18
64 bit stores, stride  16, size    8 KiB      0.58      0.18
64 bit stores, stride  16, size   16 KiB      0.58      0.18
64 bit stores, stride  16, size   32 KiB      0.59      0.18
64 bit stores, stride  16, size   64 KiB      1.21      0.37
64 bit stores, stride  16, size  128 KiB      1.20      0.37
64 bit stores, stride  16, size  256 KiB      1.21      0.37
64 bit stores, stride  16, size  512 KiB      1.23      0.38
64 bit stores, stride  16, size 1024 KiB      1.23      0.38
64 bit stores, stride  16, size 2048 KiB      1.24      0.38
64 bit stores, stride  32, size    4 KiB      0.96      0.30
64 bit stores, stride  32, size    8 KiB      0.99      0.31
64 bit stores, stride  32, size   16 KiB      0.99      0.31
64 bit stores, stride  32, size   32 KiB      1.00      0.31
64 bit stores, stride  32, size   64 KiB      1.57      0.48
64 bit stores, stride  32, size  128 KiB      1.57      0.49
64 bit stores, stride  32, size  256 KiB      1.58      0.49
64 bit stores, stride  32, size  512 KiB      1.64      0.51
64 bit stores, stride  32, size 1024 KiB      1.64      0.51
64 bit stores, stride  32, size 2048 KiB      1.64      0.51
64 bit stores, stride  64, size    4 KiB      0.97      0.30
64 bit stores, stride  64, size    8 KiB      0.96      0.30
64 bit stores, stride  64, size   16 KiB      0.99      0.31
64 bit stores, stride  64, size   32 KiB      1.00      0.31
64 bit stores, stride  64, size   64 KiB      2.00      0.62
64 bit stores, stride  64, size  128 KiB      2.01      0.62
64 bit stores, stride  64, size  256 KiB      2.00      0.62
64 bit stores, stride  64, size  512 KiB      2.34      0.72
64 bit stores, stride  64, size 1024 KiB      2.77      0.85
64 bit stores, stride  64, size 2048 KiB      2.76      0.85
64 bit stores, stride 128, size    4 KiB      0.92      0.28
64 bit stores, stride 128, size    8 KiB      0.97      0.30
64 bit stores, stride 128, size   16 KiB      0.96      0.30
64 bit stores, stride 128, size   32 KiB      1.00      0.31
64 bit stores, stride 128, size   64 KiB      2.01      0.62
64 bit stores, stride 128, size  128 KiB      2.05      0.63
64 bit stores, stride 128, size  256 KiB      2.07      0.64
64 bit stores, stride 128, size  512 KiB      2.10      0.65
64 bit stores, stride 128, size 1024 KiB      4.18      1.29
64 bit stores, stride 128, size 2048 KiB      4.28      1.32
Finished in 2267 ms (memory/cpp/store)

** Running group memory/cpp/store-volatile : Simple stores **
                               Benchmark    Cycles     Nanos
           8-bit stores with 0 elems gap      0.50      0.15
           8-bit stores with 1 elems gap      0.50      0.15
           8-bit stores with 2 elems gap      0.50      0.15
          8-bit stores with 56 bytes gap      2.49      0.77
          8-bit stores with 64 bytes gap      2.49      0.77
          32-bit stores with 0 elems gap      0.50      0.15
          32-bit stores with 1 elems gap      0.50      0.15
          32-bit stores with 2 elems gap      0.50      0.15
         32-bit stores with 56 bytes gap      1.00      0.31
         32-bit stores with 64 bytes gap      0.99      0.31
          64-bit stores with 0 elems gap      0.50      0.15
          64-bit stores with 1 elems gap      0.50      0.15
          64-bit stores with 2 elems gap      0.50      0.15
         64-bit stores with 56 bytes gap      0.99      0.31
         64-bit stores with 64 bytes gap      0.99      0.31
Finished in 1 ms (memory/cpp/store-volatile)

** Running group memory/cpp/store-alignment : Misaligned stores **
                               Benchmark    Cycles     Nanos
      Same location stores with offset 0      0.50      0.15
      Same location stores with offset 1      0.50      0.15
      Same location stores with offset 2      0.50      0.15
      Same location stores with offset 3      0.50      0.15
      Same location stores with offset 4      0.50      0.15
      Same location stores with offset 5      0.50      0.15
      Same location stores with offset 6      0.50      0.15
      Same location stores with offset 7      0.50      0.15
      Same location stores with offset 8      0.50      0.15
      Same location stores with offset 9      0.50      0.15
     Same location stores with offset 10      0.50      0.15
     Same location stores with offset 11      0.50      0.15
     Same location stores with offset 12      0.50      0.15
     Same location stores with offset 13      0.50      0.15
     Same location stores with offset 14      0.50      0.15
     Same location stores with offset 15      0.50      0.15
     Same location stores with offset 16      0.50      0.15
     Same location stores with offset 17      0.50      0.15
     Same location stores with offset 18      0.50      0.15
     Same location stores with offset 19      0.50      0.15
     Same location stores with offset 20      0.50      0.15
     Same location stores with offset 21      0.50      0.15
     Same location stores with offset 22      0.50      0.15
     Same location stores with offset 23      0.50      0.15
     Same location stores with offset 24      0.50      0.15
     Same location stores with offset 25      4.98      1.54
     Same location stores with offset 26      4.99      1.54
     Same location stores with offset 27      4.98      1.54
     Same location stores with offset 28      1.99      0.61
     Same location stores with offset 29      4.98      1.54
     Same location stores with offset 30      4.98      1.54
     Same location stores with offset 31      4.98      1.54
     Same location stores with offset 32      0.50      0.15
     Same location stores with offset 33      0.50      0.15
     Same location stores with offset 34      0.50      0.15
     Same location stores with offset 35      0.50      0.15
     Same location stores with offset 36      0.50      0.15
     Same location stores with offset 37      0.50      0.15
     Same location stores with offset 38      0.50      0.15
     Same location stores with offset 39      0.50      0.15
     Same location stores with offset 40      0.50      0.15
     Same location stores with offset 41      0.50      0.15
     Same location stores with offset 42      0.50      0.15
     Same location stores with offset 43      0.50      0.15
     Same location stores with offset 44      0.50      0.15
     Same location stores with offset 45      0.50      0.15
     Same location stores with offset 46      0.50      0.15
     Same location stores with offset 47      0.50      0.15
     Same location stores with offset 48      0.50      0.15
     Same location stores with offset 49      0.50      0.15
     Same location stores with offset 50      0.50      0.15
     Same location stores with offset 51      0.50      0.15
     Same location stores with offset 52      0.50      0.15
     Same location stores with offset 53      0.50      0.15
     Same location stores with offset 54      0.50      0.15
     Same location stores with offset 55      0.50      0.15
     Same location stores with offset 56      0.50      0.15
     Same location stores with offset 57      4.98      1.54
     Same location stores with offset 58      4.99      1.54
     Same location stores with offset 59      4.98      1.54
     Same location stores with offset 60      1.99      0.61
     Same location stores with offset 61      4.98      1.54
     Same location stores with offset 62      4.98      1.54
     Same location stores with offset 63      4.99      1.54
     Same location stores with offset 64      0.50      0.15
    1B stide overlapping stores offset 0      0.50      0.15
    1B stide overlapping stores offset 1      0.78      0.24
    1B stide overlapping stores offset 2      0.78      0.24
    1B stide overlapping stores offset 3      0.78      0.24
    1B stide overlapping stores offset 4      0.75      0.23
    1B stide overlapping stores offset 5      0.78      0.24
    1B stide overlapping stores offset 6      0.78      0.24
    1B stide overlapping stores offset 7      0.78      0.24
    1B stide overlapping stores offset 8      0.50      0.15
    1B stide overlapping stores offset 9      0.78      0.24
   1B stide overlapping stores offset 10      0.78      0.24
   1B stide overlapping stores offset 11      0.78      0.24
   1B stide overlapping stores offset 12      0.75      0.23
   1B stide overlapping stores offset 13      0.78      0.24
   1B stide overlapping stores offset 14      0.78      0.24
   1B stide overlapping stores offset 15      0.78      0.24
   1B stide overlapping stores offset 16      0.50      0.15
   1B stide overlapping stores offset 17      0.81      0.25
   1B stide overlapping stores offset 18      0.81      0.25
   1B stide overlapping stores offset 19      0.81      0.25
   1B stide overlapping stores offset 20      0.75      0.23
   1B stide overlapping stores offset 21      0.81      0.25
   1B stide overlapping stores offset 22      0.81      0.25
   1B stide overlapping stores offset 23      0.81      0.25
   1B stide overlapping stores offset 24      0.50      0.15
   1B stide overlapping stores offset 25      0.75      0.23
   1B stide overlapping stores offset 26      0.75      0.23
   1B stide overlapping stores offset 27      0.75      0.23
   1B stide overlapping stores offset 28      0.75      0.23
   1B stide overlapping stores offset 29      0.75      0.23
   1B stide overlapping stores offset 30      0.75      0.23
   1B stide overlapping stores offset 31      0.75      0.23
   1B stide overlapping stores offset 32      0.50      0.15
   1B stide overlapping stores offset 33      0.78      0.24
   1B stide overlapping stores offset 34      0.78      0.24
   1B stide overlapping stores offset 35      0.78      0.24
   1B stide overlapping stores offset 36      0.75      0.23
   1B stide overlapping stores offset 37      0.78      0.24
   1B stide overlapping stores offset 38      0.78      0.24
   1B stide overlapping stores offset 39      0.78      0.24
   1B stide overlapping stores offset 40      0.50      0.15
   1B stide overlapping stores offset 41      0.78      0.24
   1B stide overlapping stores offset 42      0.78      0.24
   1B stide overlapping stores offset 43      0.78      0.24
   1B stide overlapping stores offset 44      0.75      0.23
   1B stide overlapping stores offset 45      0.78      0.24
   1B stide overlapping stores offset 46      0.78      0.24
   1B stide overlapping stores offset 47      0.78      0.24
   1B stide overlapping stores offset 48      0.50      0.15
   1B stide overlapping stores offset 49      0.81      0.25
   1B stide overlapping stores offset 50      0.81      0.25
   1B stide overlapping stores offset 51      0.81      0.25
   1B stide overlapping stores offset 52      0.75      0.23
   1B stide overlapping stores offset 53      0.81      0.25
   1B stide overlapping stores offset 54      0.81      0.25
   1B stide overlapping stores offset 55      0.81      0.25
   1B stide overlapping stores offset 56      0.50      0.15
   1B stide overlapping stores offset 57      0.75      0.23
   1B stide overlapping stores offset 58      0.75      0.23
   1B stide overlapping stores offset 59      0.75      0.23
   1B stide overlapping stores offset 60      0.75      0.23
   1B stide overlapping stores offset 61      0.75      0.23
   1B stide overlapping stores offset 62      0.75      0.23
   1B stide overlapping stores offset 63      0.75      0.23
   1B stide overlapping stores offset 64      0.50      0.15
         two missaligned stores offset 0      2.98      0.92
         two missaligned stores offset 1      2.98      0.92
         two missaligned stores offset 2      2.99      0.92
         two missaligned stores offset 3      2.99      0.92
         two missaligned stores offset 4      2.98      0.92
         two missaligned stores offset 5      2.49      0.77
         two missaligned stores offset 6      2.49      0.77
         two missaligned stores offset 7      2.49      0.77
         two missaligned stores offset 8      2.49      0.77
         two missaligned stores offset 9      2.49      0.77
        two missaligned stores offset 10      2.49      0.77
        two missaligned stores offset 11      2.49      0.77
        two missaligned stores offset 12      2.49      0.77
        two missaligned stores offset 13      2.49      0.77
        two missaligned stores offset 14      2.49      0.77
        two missaligned stores offset 15      2.49      0.77
        two missaligned stores offset 16      2.49      0.77
        two missaligned stores offset 17      2.49      0.77
        two missaligned stores offset 18      2.49      0.77
        two missaligned stores offset 19      2.49      0.77
        two missaligned stores offset 20      2.49      0.77
        two missaligned stores offset 21      2.49      0.77
        two missaligned stores offset 22      2.49      0.77
        two missaligned stores offset 23      2.49      0.77
        two missaligned stores offset 24      2.49      0.77
        two missaligned stores offset 25      2.49      0.77
        two missaligned stores offset 26      2.50      0.77
        two missaligned stores offset 27      2.49      0.77
        two missaligned stores offset 28      2.49      0.77
        two missaligned stores offset 29      2.49      0.77
        two missaligned stores offset 30      4.99      1.54
        two missaligned stores offset 31      4.99      1.54
        two missaligned stores offset 32      2.49      0.77
        two missaligned stores offset 33      2.49      0.77
        two missaligned stores offset 34      2.49      0.77
        two missaligned stores offset 35      2.49      0.77
        two missaligned stores offset 36      2.49      0.77
        two missaligned stores offset 37      2.49      0.77
        two missaligned stores offset 38      2.49      0.77
        two missaligned stores offset 39      2.50      0.77
        two missaligned stores offset 40      2.49      0.77
